iteration,camera1_pose,camera3_pose
894,"[0.243693, 0.044950, 0.342001, 3.104487, 0.005700, 3.118728]","[0.143176, 0.185560, 0.505213, -0.424355, -0.369322, 1.909199]"
895,"[0.243693, 0.044950, 0.342001, 3.104487, 0.005700, 3.118728]","[0.143176, 0.185560, 0.505213, -0.424355, -0.369322, 1.909199]"
896,"[0.243693, 0.044950, 0.342001, 3.104487, 0.005700, 3.118728]","[0.143070, 0.185463, 0.504915, -0.424952, -0.369627, 1.907354]"
897,"[0.243696, 0.044953, 0.342002, 3.104299, 0.006070, 3.118878]","[0.143070, 0.185463, 0.504915, -0.424952, -0.369627, 1.907354]"
898,"[0.243696, 0.044953, 0.342002, 3.104299, 0.006070, 3.118878]","[0.143070, 0.185463, 0.504915, -0.424952, -0.369627, 1.907354]"
899,"[0.243696, 0.044953, 0.342002, 3.104299, 0.006070, 3.118878]","[0.143156, 0.185469, 0.505092, -0.424488, -0.369060, 1.907670]"
900,"[0.243648, 0.044923, 0.341930, 3.104445, 0.006214, 3.119061]","[0.143156, 0.185469, 0.505092, -0.424488, -0.369060, 1.907670]"
901,"[0.243648, 0.044923, 0.341930, 3.104445, 0.006214, 3.119061]","[0.143156, 0.185469, 0.505092, -0.424488, -0.369060, 1.907670]"
902,"[0.243648, 0.044923, 0.341930, 3.104445, 0.006214, 3.119061]","[0.143057, 0.185460, 0.504945, -0.425396, -0.369693, 1.907627]"
903,"[0.243601, 0.044932, 0.341888, 3.104417, 0.006536, 3.119591]","[0.143057, 0.185460, 0.504945, -0.425396, -0.369693, 1.907627]"
904,"[0.243601, 0.044932, 0.341888, 3.104417, 0.006536, 3.119591]","[0.143057, 0.185460, 0.504945, -0.425396, -0.369693, 1.907627]"
905,"[0.243601, 0.044932, 0.341888, 3.104417, 0.006536, 3.119591]","[0.143163, 0.185535, 0.505159, -0.424840, -0.369322, 1.907791]"
906,"[0.243638, 0.044927, 0.341937, 3.104471, 0.006506, 3.118840]","[0.143163, 0.185535, 0.505159, -0.424840, -0.369322, 1.907791]"
907,"[0.243638, 0.044927, 0.341937, 3.104471, 0.006506, 3.118840]","[0.143163, 0.185535, 0.505159, -0.424840, -0.369322, 1.907791]"
908,"[0.243638, 0.044927, 0.341937, 3.104471, 0.006506, 3.118840]","[0.143105, 0.185540, 0.505117, -0.424973, -0.369495, 1.908532]"
909,"[0.243617, 0.044932, 0.341912, 3.104064, 0.006205, 3.118313]","[0.143105, 0.185540, 0.505117, -0.424973, -0.369495, 1.908532]"
910,"[0.243617, 0.044932, 0.341912, 3.104064, 0.006205, 3.118313]","[0.143108, 0.185421, 0.504975, -0.424962, -0.369480, 1.907999]"
911,"[0.243600, 0.044933, 0.341853, 3.104706, 0.006469, 3.119034]","[0.143108, 0.185421, 0.504975, -0.424962, -0.369480, 1.907999]"
912,"[0.243600, 0.044933, 0.341853, 3.104706, 0.006469, 3.119034]","[0.143108, 0.185421, 0.504975, -0.424962, -0.369480, 1.907999]"
913,"[0.243600, 0.044933, 0.341853, 3.104706, 0.006469, 3.119034]","[0.143176, 0.185575, 0.505276, -0.424586, -0.369454, 1.908830]"
914,"[0.243703, 0.044937, 0.342015, 3.104367, 0.006143, 3.118516]","[0.143176, 0.185575, 0.505276, -0.424586, -0.369454, 1.908830]"
915,"[0.243703, 0.044937, 0.342015, 3.104367, 0.006143, 3.118516]","[0.143176, 0.185575, 0.505276, -0.424586, -0.369454, 1.908830]"
916,"[0.243703, 0.044937, 0.342015, 3.104367, 0.006143, 3.118516]","[0.143029, 0.185396, 0.504821, -0.424818, -0.369232, 1.906796]"
917,"[0.243707, 0.044937, 0.342016, 3.104599, 0.006050, 3.118400]","[0.143029, 0.185396, 0.504821, -0.424818, -0.369232, 1.906796]"
918,"[0.243707, 0.044937, 0.342016, 3.104599, 0.006050, 3.118400]","[0.143029, 0.185396, 0.504821, -0.424818, -0.369232, 1.906796]"
919,"[0.243707, 0.044937, 0.342016, 3.104599, 0.006050, 3.118400]","[0.143072, 0.185470, 0.504942, -0.425417, -0.369079, 1.907971]"
920,"[0.243660, 0.044927, 0.341952, 3.104584, 0.006117, 3.118394]","[0.143072, 0.185470, 0.504942, -0.425417, -0.369079, 1.907971]"
921,"[0.243660, 0.044927, 0.341952, 3.104584, 0.006117, 3.118394]","[0.143072, 0.185470, 0.504942, -0.425417, -0.369079, 1.907971]"
922,"[0.243660, 0.044927, 0.341952, 3.104584, 0.006117, 3.118394]","[0.143047, 0.185403, 0.504803, -0.425101, -0.369373, 1.908312]"
923,"[0.243647, 0.044927, 0.341928, 3.104196, 0.006765, 3.118919]","[0.143047, 0.185403, 0.504803, -0.425101, -0.369373, 1.908312]"
924,"[0.243647, 0.044927, 0.341928, 3.104196, 0.006765, 3.118919]","[0.143047, 0.185403, 0.504803, -0.425101, -0.369373, 1.908312]"
925,"[0.243647, 0.044927, 0.341928, 3.104196, 0.006765, 3.118919]","[0.143106, 0.185463, 0.505021, -0.424085, -0.367960, 1.907717]"
926,"[0.243703, 0.044941, 0.342015, 3.104310, 0.006155, 3.118539]","[0.143106, 0.185463, 0.505021, -0.424085, -0.367960, 1.907717]"
927,"[0.243703, 0.044941, 0.342015, 3.104310, 0.006155, 3.118539]","[0.143068, 0.185430, 0.504876, -0.425039, -0.368780, 1.906991]"
928,"[0.243568, 0.044909, 0.341861, 3.104638, 0.007168, 3.119314]","[0.143068, 0.185430, 0.504876, -0.425039, -0.368780, 1.906991]"
929,"[0.243568, 0.044909, 0.341861, 3.104638, 0.007168, 3.119314]","[0.143068, 0.185430, 0.504876, -0.425039, -0.368780, 1.906991]"
930,"[0.243568, 0.044909, 0.341861, 3.104638, 0.007168, 3.119314]","[0.143052, 0.185436, 0.504852, -0.424627, -0.369009, 1.907750]"
931,"[0.243658, 0.044918, 0.341922, 3.104442, 0.006769, 3.118508]","[0.143052, 0.185436, 0.504852, -0.424627, -0.369009, 1.907750]"
932,"[0.243658, 0.044918, 0.341922, 3.104442, 0.006769, 3.118508]","[0.143052, 0.185436, 0.504852, -0.424627, -0.369009, 1.907750]"
933,"[0.243658, 0.044918, 0.341922, 3.104442, 0.006769, 3.118508]","[0.143214, 0.185650, 0.505408, -0.424751, -0.369569, 1.908117]"
934,"[0.243706, 0.044938, 0.342003, 3.104329, 0.005696, 3.118326]","[0.143214, 0.185650, 0.505408, -0.424751, -0.369569, 1.908117]"
935,"[0.243706, 0.044938, 0.342003, 3.104329, 0.005696, 3.118326]","[0.143214, 0.185650, 0.505408, -0.424751, -0.369569, 1.908117]"
936,"[0.243706, 0.044938, 0.342003, 3.104329, 0.005696, 3.118326]","[0.143197, 0.185538, 0.505274, -0.424122, -0.368618, 1.908801]"
937,"[0.243650, 0.044938, 0.341927, 3.104283, 0.006454, 3.118707]","[0.143197, 0.185538, 0.505274, -0.424122, -0.368618, 1.908801]"
938,"[0.243650, 0.044938, 0.341927, 3.104283, 0.006454, 3.118707]","[0.143197, 0.185538, 0.505274, -0.424122, -0.368618, 1.908801]"
939,"[0.243650, 0.044938, 0.341927, 3.104283, 0.006454, 3.118707]","[0.143073, 0.185489, 0.504994, -0.425100, -0.369223, 1.908136]"
940,"[0.243690, 0.044938, 0.342006, 3.104240, 0.006131, 3.118934]","[0.143073, 0.185489, 0.504994, -0.425100, -0.369223, 1.908136]"
941,"[0.243690, 0.044938, 0.342006, 3.104240, 0.006131, 3.118934]","[0.143073, 0.185489, 0.504994, -0.425100, -0.369223, 1.908136]"
942,"[0.243690, 0.044938, 0.342006, 3.104240, 0.006131, 3.118934]","[0.143105, 0.185464, 0.505027, -0.424507, -0.369448, 1.908290]"
943,"[0.243626, 0.044927, 0.341906, 3.104377, 0.006406, 3.118761]","[0.143105, 0.185464, 0.505027, -0.424507, -0.369448, 1.908290]"
944,"[0.243626, 0.044927, 0.341906, 3.104377, 0.006406, 3.118761]","[0.143105, 0.185464, 0.505027, -0.424507, -0.369448, 1.908290]"
945,"[0.243626, 0.044927, 0.341906, 3.104377, 0.006406, 3.118761]","[0.143107, 0.185518, 0.505054, -0.425302, -0.369353, 1.908631]"
946,"[0.243668, 0.044931, 0.341969, 3.104179, 0.006015, 3.118527]","[0.143107, 0.185518, 0.505054, -0.425302, -0.369353, 1.908631]"
947,"[0.243668, 0.044931, 0.341969, 3.104179, 0.006015, 3.118527]","[0.143107, 0.185518, 0.505054, -0.425302, -0.369353, 1.908631]"
948,"[0.243668, 0.044931, 0.341969, 3.104179, 0.006015, 3.118527]","[0.143180, 0.185553, 0.505284, -0.424377, -0.368589, 1.908741]"
949,"[0.243654, 0.044940, 0.341966, 3.104124, 0.006298, 3.118689]","[0.143180, 0.185553, 0.505284, -0.424377, -0.368589, 1.908741]"
950,"[0.243654, 0.044940, 0.341966, 3.104124, 0.006298, 3.118689]","[0.143180, 0.185553, 0.505284, -0.424377, -0.368589, 1.908741]"
951,"[0.243654, 0.044940, 0.341966, 3.104124, 0.006298, 3.118689]","[0.143139, 0.185544, 0.505138, -0.425160, -0.368906, 1.907764]"
952,"[0.243675, 0.044933, 0.341967, 3.104601, 0.006163, 3.119016]","[0.143139, 0.185544, 0.505138, -0.425160, -0.368906, 1.907764]"
953,"[0.243675, 0.044933, 0.341967, 3.104601, 0.006163, 3.119016]","[0.143139, 0.185544, 0.505138, -0.425160, -0.368906, 1.907764]"
954,"[0.243675, 0.044933, 0.341967, 3.104601, 0.006163, 3.119016]","[0.142966, 0.185344, 0.504615, -0.424830, -0.369274, 1.907145]"
955,"[0.243622, 0.044901, 0.341904, 3.104249, 0.006211, 3.118545]","[0.142966, 0.185344, 0.504615, -0.424830, -0.369274, 1.907145]"
956,"[0.243622, 0.044901, 0.341904, 3.104249, 0.006211, 3.118545]","[0.142966, 0.185344, 0.504615, -0.424830, -0.369274, 1.907145]"
957,"[0.243622, 0.044901, 0.341904, 3.104249, 0.006211, 3.118545]","[0.143161, 0.185518, 0.505123, -0.424489, -0.368698, 1.908533]"
958,"[0.243670, 0.044938, 0.341967, 3.104563, 0.006052, 3.119169]","[0.143161, 0.185518, 0.505123, -0.424489, -0.368698, 1.908533]"
959,"[0.243670, 0.044938, 0.341967, 3.104563, 0.006052, 3.119169]","[0.143022, 0.185331, 0.504667, -0.425170, -0.368940, 1.906749]"
960,"[0.243649, 0.044936, 0.341930, 3.104168, 0.006192, 3.118483]","[0.143022, 0.185331, 0.504667, -0.425170, -0.368940, 1.906749]"
961,"[0.243649, 0.044936, 0.341930, 3.104168, 0.006192, 3.118483]","[0.143022, 0.185331, 0.504667, -0.425170, -0.368940, 1.906749]"
962,"[0.243649, 0.044936, 0.341930, 3.104168, 0.006192, 3.118483]","[0.143126, 0.185461, 0.505020, -0.423738, -0.367617, 1.908217]"
963,"[0.243730, 0.044930, 0.342059, 3.104424, 0.006141, 3.119159]","[0.143126, 0.185461, 0.505020, -0.423738, -0.367617, 1.908217]"
964,"[0.243730, 0.044930, 0.342059, 3.104424, 0.006141, 3.119159]","[0.143126, 0.185461, 0.505020, -0.423738, -0.367617, 1.908217]"
965,"[0.243730, 0.044930, 0.342059, 3.104424, 0.006141, 3.119159]","[0.143181, 0.185577, 0.505195, -0.424120, -0.369239, 1.908781]"
966,"[0.243602, 0.044917, 0.341879, 3.104538, 0.006977, 3.118955]","[0.143181, 0.185577, 0.505195, -0.424120, -0.369239, 1.908781]"
967,"[0.243602, 0.044917, 0.341879, 3.104538, 0.006977, 3.118955]","[0.143181, 0.185577, 0.505195, -0.424120, -0.369239, 1.908781]"
968,"[0.243602, 0.044917, 0.341879, 3.104538, 0.006977, 3.118955]","[0.143155, 0.185545, 0.505175, -0.424735, -0.368673, 1.908139]"
969,"[0.243679, 0.044942, 0.341993, 3.104158, 0.005791, 3.119043]","[0.143155, 0.185545, 0.505175, -0.424735, -0.368673, 1.908139]"
970,"[0.243679, 0.044942, 0.341993, 3.104158, 0.005791, 3.119043]","[0.143155, 0.185545, 0.505175, -0.424735, -0.368673, 1.908139]"
971,"[0.243679, 0.044942, 0.341993, 3.104158, 0.005791, 3.119043]","[0.143131, 0.185477, 0.505044, -0.424781, -0.369162, 1.907682]"
972,"[0.243713, 0.044937, 0.342015, 3.104623, 0.005901, 3.118535]","[0.143131, 0.185477, 0.505044, -0.424781, -0.369162, 1.907682]"
973,"[0.243713, 0.044937, 0.342015, 3.104623, 0.005901, 3.118535]","[0.143131, 0.185477, 0.505044, -0.424781, -0.369162, 1.907682]"
974,"[0.243713, 0.044937, 0.342015, 3.104623, 0.005901, 3.118535]","[0.143175, 0.185561, 0.505282, -0.425109, -0.370660, 1.909421]"
975,"[0.243593, 0.044915, 0.341840, 3.104621, 0.006526, 3.118761]","[0.143175, 0.185561, 0.505282, -0.425109, -0.370660, 1.909421]"
976,"[0.243593, 0.044915, 0.341840, 3.104621, 0.006526, 3.118761]","[0.143074, 0.185446, 0.504974, -0.424877, -0.369310, 1.907643]"
977,"[0.243664, 0.044935, 0.341968, 3.104432, 0.006297, 3.118919]","[0.143074, 0.185446, 0.504974, -0.424877, -0.369310, 1.907643]"
978,"[0.243664, 0.044935, 0.341968, 3.104432, 0.006297, 3.118919]","[0.143074, 0.185446, 0.504974, -0.424877, -0.369310, 1.907643]"
979,"[0.243664, 0.044935, 0.341968, 3.104432, 0.006297, 3.118919]","[0.143122, 0.185517, 0.505091, -0.425187, -0.368930, 1.907453]"
980,"[0.243719, 0.044933, 0.342004, 3.104486, 0.006010, 3.118848]","[0.143122, 0.185517, 0.505091, -0.425187, -0.368930, 1.907453]"
981,"[0.243719, 0.044933, 0.342004, 3.104486, 0.006010, 3.118848]","[0.143122, 0.185517, 0.505091, -0.425187, -0.368930, 1.907453]"
982,"[0.243719, 0.044933, 0.342004, 3.104486, 0.006010, 3.118848]","[0.143045, 0.185397, 0.504830, -0.424409, -0.368939, 1.907519]"
983,"[0.243666, 0.044947, 0.341958, 3.104166, 0.006098, 3.118524]","[0.143045, 0.185397, 0.504830, -0.424409, -0.368939, 1.907519]"
984,"[0.243666, 0.044947, 0.341958, 3.104166, 0.006098, 3.118524]","[0.143045, 0.185397, 0.504830, -0.424409, -0.368939, 1.907519]"
985,"[0.243666, 0.044947, 0.341958, 3.104166, 0.006098, 3.118524]","[0.143124, 0.185522, 0.505076, -0.425203, -0.369275, 1.908107]"
986,"[0.243640, 0.044930, 0.341915, 3.104286, 0.006849, 3.118740]","[0.143124, 0.185522, 0.505076, -0.425203, -0.369275, 1.908107]"
987,"[0.243640, 0.044930, 0.341915, 3.104286, 0.006849, 3.118740]","[0.143124, 0.185522, 0.505076, -0.425203, -0.369275, 1.908107]"
988,"[0.243640, 0.044930, 0.341915, 3.104286, 0.006849, 3.118740]","[0.143127, 0.185484, 0.505033, -0.424906, -0.369330, 1.908330]"
989,"[0.243627, 0.044930, 0.341896, 3.104507, 0.006426, 3.118755]","[0.143127, 0.185484, 0.505033, -0.424906, -0.369330, 1.908330]"
990,"[0.243627, 0.044930, 0.341896, 3.104507, 0.006426, 3.118755]","[0.143127, 0.185484, 0.505033, -0.424906, -0.369330, 1.908330]"
991,"[0.243627, 0.044930, 0.341896, 3.104507, 0.006426, 3.118755]","[0.143093, 0.185438, 0.504942, -0.424901, -0.369119, 1.907861]"
992,"[0.243681, 0.044942, 0.341991, 3.104435, 0.006014, 3.119120]","[0.143093, 0.185438, 0.504942, -0.424901, -0.369119, 1.907861]"
993,"[0.243681, 0.044942, 0.341991, 3.104435, 0.006014, 3.119120]","[0.143093, 0.185438, 0.504942, -0.424901, -0.369119, 1.907861]"
994,"[0.243681, 0.044942, 0.341991, 3.104435, 0.006014, 3.119120]","[0.143093, 0.185439, 0.504921, -0.425231, -0.369525, 1.907507]"
995,"[0.243653, 0.044932, 0.341937, 3.104375, 0.005890, 3.118411]","[0.143093, 0.185439, 0.504921, -0.425231, -0.369525, 1.907507]"
996,"[0.243653, 0.044932, 0.341937, 3.104375, 0.005890, 3.118411]","[0.143093, 0.185439, 0.504921, -0.425231, -0.369525, 1.907507]"
997,"[0.243653, 0.044932, 0.341937, 3.104375, 0.005890, 3.118411]","[0.143059, 0.185449, 0.504873, -0.424835, -0.368467, 1.907549]"
998,"[0.243621, 0.044925, 0.341875, 3.104194, 0.006959, 3.118857]","[0.143059, 0.185449, 0.504873, -0.424835, -0.368467, 1.907549]"
999,"[0.243621, 0.044925, 0.341875, 3.104194, 0.006959, 3.118857]","[0.143053, 0.185340, 0.504723, -0.424382, -0.369492, 1.908074]"
